P,V,A
336.75,-19.08,-0.67
336.48,-19.06,-0.65
336.18,-19.08,-0.65
335.87,-19.11,-0.67
335.57,-19.12,-0.66
335.28,-19.14,-0.67
334.97,-19.15,-0.67
334.66,-19.18,-0.68
334.35,-19.20,-0.69
334.04,-19.22,-0.69
333.73,-19.25,-0.71
333.46,-19.22,-0.68
333.17,-19.24,-0.69
332.86,-19.27,-0.70
332.56,-19.27,-0.69
332.33,-19.23,-0.66
332.06,-19.22,-0.65
331.73,-19.27,-0.67
331.44,-19.28,-0.67
331.15,-19.27,-0.66
330.85,-19.29,-0.67
330.56,-19.31,-0.67
330.25,-19.32,-0.67
329.98,-19.31,-0.66
329.69,-19.30,-0.65
329.41,-19.30,-0.64
329.16,-19.28,-0.62
328.82,-19.32,-0.64
328.55,-19.31,-0.63
328.23,-19.33,-0.63
327.94,-19.34,-0.63
327.69,-19.31,-0.61
327.39,-19.31,-0.61
327.11,-19.31,-0.60
326.81,-19.32,-0.60
326.54,-19.30,-0.59
326.27,-19.30,-0.57
325.96,-19.31,-0.58
325.68,-19.31,-0.57
325.43,-19.28,-0.55
325.18,-19.24,-0.52
324.94,-19.20,-0.49
324.64,-19.20,-0.48
324.39,-19.17,-0.46
324.17,-19.12,-0.43
323.85,-19.14,-0.43
323.58,-19.13,-0.42
323.32,-19.10,-0.40
323.06,-19.08,-0.38
322.80,-19.06,-0.37
322.54,-19.03,-0.35
322.24,-19.05,-0.36
321.93,-19.06,-0.36
321.68,-19.03,-0.33
321.37,-19.05,-0.35
321.13,-19.00,-0.31
320.86,-18.99,-0.30
320.60,-18.96,-0.28
320.36,-18.93,-0.26
320.10,-18.90,-0.24
319.83,-18.88,-0.22
319.55,-18.88,-0.22
319.40,-18.77,-0.15
319.16,-18.71,-0.12
318.88,-18.72,-0.12
318.60,-18.70,-0.11
318.38,-18.65,-0.07
318.17,-18.59,-0.04
317.89,-18.58,-0.03
317.64,-18.55,-0.01
317.39,-18.50,0.02
317.17,-18.45,0.05
316.97,-18.39,0.09
316.73,-18.34,0.12
316.54,-18.26,0.17
316.33,-18.18,0.21
316.17,-18.07,0.28
315.94,-18.04,0.30
315.72,-17.97,0.34
315.48,-17.94,0.35
315.25,-17.90,0.37
315.03,-17.85,0.40
314.80,-17.81,0.42
314.55,-17.77,0.44
314.33,-17.72,0.47
314.08,-17.70,0.48
313.83,-17.67,0.49
313.53,-17.69,0.47
313.22,-17.70,0.46
312.95,-17.70,0.46
312.72,-17.67,0.48
312.43,-17.66,0.47
312.14,-17.68,0.46
311.86,-17.67,0.46
311.61,-17.65,0.47
311.33,-17.65,0.46
311.02,-17.68,0.44
310.75,-17.67,0.44
310.42,-17.69,0.42
310.19,-17.67,0.44
309.90,-17.68,0.42
309.59,-17.70,0.41
309.36,-17.67,0.42
309.01,-17.74,0.38
308.72,-17.73,0.38
308.47,-17.71,0.38
308.16,-17.73,0.37
307.88,-17.74,0.36
307.58,-17.77,0.34
307.31,-17.74,0.35
307.06,-17.73,0.36
306.78,-17.71,0.36
306.49,-17.73,0.35
306.27,-17.68,0.38
306.02,-17.65,0.39
305.75,-17.65,0.39
305.51,-17.60,0.41
305.27,-17.58,0.42
304.99,-17.59,0.42
304.71,-17.58,0.42
304.45,-17.57,0.42
304.13,-17.59,0.40
303.86,-17.60,0.39
303.60,-17.59,0.40
303.36,-17.55,0.42
303.08,-17.55,0.41
302.85,-17.52,0.43
302.56,-17.52,0.42
302.28,-17.53,0.41
302.00,-17.52,0.41
301.80,-17.46,0.45
301.52,-17.47,0.44
301.23,-17.47,0.43
300.99,-17.44,0.45
300.73,-17.42,0.46
300.51,-17.38,0.48
300.24,-17.38,0.47
300.03,-17.31,0.51
299.76,-17.31,0.50
299.47,-17.31,0.50
299.19,-17.32,0.49
298.96,-17.29,0.50
298.70,-17.27,0.51
298.46,-17.24,0.52
298.19,-17.24,0.52
298.01,-17.17,0.56
297.71,-17.20,0.53
297.42,-17.20,0.53
297.14,-17.21,0.52
296.84,-17.24,0.49
296.55,-17.25,0.49
296.26,-17.27,0.47
295.98,-17.26,0.47
295.69,-17.29,0.45
295.41,-17.30,0.44
295.11,-17.32,0.42
294.85,-17.30,0.43
294.53,-17.34,0.40
294.24,-17.36,0.38
293.94,-17.38,0.36
293.68,-17.37,0.37
293.43,-17.36,0.37
293.14,-17.36,0.37
292.91,-17.33,0.38
292.65,-17.32,0.39
292.35,-17.33,0.37
292.09,-17.33,0.37
291.82,-17.33,0.37
291.50,-17.36,0.35
291.23,-17.37,0.34
290.92,-17.39,0.32
290.63,-17.41,0.31
290.35,-17.42,0.30
290.03,-17.46,0.27
289.78,-17.44,0.28
289.45,-17.48,0.25
289.20,-17.47,0.26
288.89,-17.51,0.23
288.60,-17.51,0.23
288.34,-17.50,0.23
288.05,-17.51,0.22
287.79,-17.50,0.22
287.53,-17.50,0.22
287.31,-17.44,0.26
287.05,-17.44,0.26
286.80,-17.41,0.27
286.52,-17.42,0.26
286.24,-17.43,0.25
285.90,-17.49,0.22
285.57,-17.54,0.18
285.26,-17.58,0.16
284.99,-17.57,0.16
284.69,-17.60,0.14
284.39,-17.61,0.13
284.11,-17.62,0.13
283.86,-17.61,0.13
283.59,-17.60,0.14
283.29,-17.63,0.12
283.00,-17.63,0.11
282.74,-17.63,0.11
282.45,-17.65,0.10
282.18,-17.63,0.11
281.94,-17.61,0.12
281.69,-17.58,0.14
281.42,-17.58,0.14
281.17,-17.57,0.15
280.91,-17.55,0.15
280.70,-17.50,0.18
280.46,-17.47,0.20
280.27,-17.41,0.24
280.05,-17.37,0.26
279.82,-17.32,0.29
279.59,-17.29,0.30
279.37,-17.25,0.33
279.13,-17.21,0.35
278.94,-17.15,0.38
278.66,-17.15,0.38
278.42,-17.13,0.39
278.17,-17.11,0.39
277.92,-17.09,0.40
277.66,-17.08,0.41
277.37,-17.09,0.39
277.11,-17.09,0.39
276.83,-17.11,0.38
276.51,-17.14,0.35
276.24,-17.14,0.35
275.92,-17.18,0.32
275.63,-17.20,0.30
275.34,-17.23,0.28
275.04,-17.25,0.27
274.71,-17.30,0.23
274.45,-17.30,0.23
274.12,-17.35,0.20
273.80,-17.39,0.17
273.48,-17.43,0.15
273.19,-17.46,0.13
272.84,-17.53,0.08
272.54,-17.55,0.07
272.24,-17.58,0.05
271.97,-17.57,0.06
271.65,-17.62,0.03
271.34,-17.66,0.00
271.06,-17.65,0.00
270.83,-17.63,0.02
270.55,-17.63,0.02
270.29,-17.62,0.03
269.96,-17.68,-0.01
269.66,-17.69,-0.02
269.37,-17.71,-0.03
269.04,-17.76,-0.06
268.75,-17.78,-0.07
268.47,-17.79,-0.08
268.15,-17.83,-0.10
267.88,-17.83,-0.10
267.59,-17.85,-0.11
267.26,-17.89,-0.14
266.98,-17.91,-0.15
266.67,-17.93,-0.16
266.37,-17.96,-0.18
266.14,-17.93,-0.15
265.84,-17.94,-0.16
265.54,-17.97,-0.18
265.24,-17.98,-0.18
264.98,-17.98,-0.18
264.66,-18.03,-0.21
264.40,-18.01,-0.19
264.13,-18.01,-0.19
263.87,-17.99,-0.18
263.57,-18.01,-0.19
263.25,-18.06,-0.22
262.95,-18.07,-0.22
262.62,-18.13,-0.26
262.34,-18.14,-0.26
262.04,-18.17,-0.28
261.78,-18.16,-0.27
261.48,-18.17,-0.27
261.21,-18.18,-0.28
260.97,-18.16,-0.26
260.64,-18.19,-0.28
260.34,-18.22,-0.29
260.07,-18.21,-0.28
259.80,-18.21,-0.28
259.51,-18.21,-0.28
259.22,-18.22,-0.28
258.96,-18.20,-0.27
258.70,-18.19,-0.26
258.40,-18.21,-0.27
258.17,-18.17,-0.24
257.94,-18.13,-0.21
257.67,-18.13,-0.21
257.36,-18.15,-0.22
257.13,-18.12,-0.20
256.92,-18.07,-0.17
256.69,-18.01,-0.13
256.43,-18.00,-0.12
256.20,-17.97,-0.10
255.95,-17.94,-0.08
255.72,-17.91,-0.06
255.49,-17.86,-0.03
255.24,-17.84,-0.02
255.01,-17.81,-0.00
254.76,-17.77,0.02
254.52,-17.75,0.04
254.27,-17.72,0.05
254.05,-17.67,0.08
253.81,-17.66,0.09
253.57,-17.61,0.12
253.33,-17.59,0.13
253.11,-17.53,0.16
252.83,-17.54,0.16
252.57,-17.55,0.15
252.30,-17.53,0.16
252.09,-17.48,0.19
251.83,-17.46,0.20
251.58,-17.45,0.21
251.32,-17.44,0.21
251.04,-17.44,0.21
250.82,-17.40,0.23
250.59,-17.37,0.25
250.35,-17.33,0.27
250.14,-17.28,0.30
249.87,-17.27,0.30
249.66,-17.23,0.33
249.39,-17.23,0.32
249.15,-17.19,0.34
248.96,-17.13,0.38
248.70,-17.10,0.39
248.49,-17.06,0.41
248.22,-17.06,0.40
247.95,-17.05,0.41
247.73,-17.02,0.43
247.50,-16.97,0.45
247.25,-16.96,0.45
247.00,-16.95,0.45
246.79,-16.89,0.49
246.56,-16.86,0.50
246.33,-16.83,0.51
246.09,-16.81,0.52
245.86,-16.78,0.53
245.31,-17.04,0.37
245.13,-16.96,0.42
244.91,-16.92,0.44
244.66,-16.90,0.45
244.48,-16.82,0.49
244.25,-16.78,0.51
244.03,-16.74,0.53
243.84,-16.68,0.56
243.58,-16.66,0.57
243.38,-16.62,0.59
243.11,-16.61,0.59
242.84,-16.62,0.58
242.58,-16.62,0.57
242.32,-16.61,0.58
242.04,-16.62,0.56
241.47,-16.89,0.39
241.27,-16.84,0.42
240.74,-17.07,0.27
240.14,-17.36,0.09
239.93,-17.31,0.12
239.67,-17.31,0.12
239.47,-17.25,0.16
239.26,-17.20,0.19
238.67,-17.48,0.01
238.47,-17.42,0.05
238.20,-17.43,0.04
237.69,-17.63,-0.09
237.19,-17.84,-0.22
236.67,-18.06,-0.35
236.52,-17.96,-0.28
236.02,-18.17,-0.41
235.86,-18.06,-0.34
235.36,-18.27,-0.46
235.17,-18.19,-0.41
234.66,-18.40,-0.53
234.17,-18.60,-0.65
233.64,-18.82,-0.78
233.18,-18.99,-0.88
233.00,-18.89,-0.81
232.83,-18.81,-0.75
232.67,-18.70,-0.68
232.22,-18.85,-0.76
232.05,-18.76,-0.70
231.55,-18.96,-0.82
231.38,-18.86,-0.75
230.90,-19.05,-0.86
230.76,-18.91,-0.77
230.30,-19.08,-0.86
229.86,-19.23,-0.95
229.39,-19.39,-1.04
228.97,-19.53,-1.11
228.52,-19.67,-1.19
228.06,-19.83,-1.28
227.94,-19.69,-1.18
227.53,-19.80,-1.23
227.12,-19.92,-1.29
227.07,-19.69,-1.15
227.01,-19.50,-1.02
226.94,-19.32,-0.89
226.82,-19.17,-0.79
226.39,-19.30,-0.86
225.97,-19.44,-0.94
225.89,-19.25,-0.82
225.47,-19.39,-0.89
225.03,-19.52,-0.97
224.59,-19.66,-1.05
224.16,-19.79,-1.12
223.75,-19.90,-1.17
223.68,-19.72,-1.05
223.30,-19.79,-1.08
222.91,-19.89,-1.13
222.50,-20.00,-1.20
222.09,-20.11,-1.25
221.69,-20.21,-1.30
221.26,-20.33,-1.36
220.85,-20.44,-1.41
220.45,-20.55,-1.47
220.05,-20.63,-1.51
219.70,-20.69,-1.53
219.34,-20.74,-1.54
218.94,-20.84,-1.59
218.59,-20.90,-1.61
218.24,-20.94,-1.62
217.91,-20.98,-1.63
217.58,-21.02,-1.64
217.22,-21.06,-1.65
216.90,-21.09,-1.66
216.52,-21.16,-1.68
216.20,-21.19,-1.68
215.88,-21.21,-1.68
215.58,-21.20,-1.66
215.24,-21.24,-1.67
214.92,-21.25,-1.66
214.57,-21.31,-1.68
214.23,-21.35,-1.69
213.89,-21.37,-1.68
213.56,-21.41,-1.69
213.26,-21.40,-1.67
212.94,-21.42,-1.67
212.60,-21.47,-1.68
212.27,-21.48,-1.67
212.00,-21.46,-1.64
211.67,-21.47,-1.63
211.41,-21.44,-1.60
211.12,-21.43,-1.58
210.83,-21.42,-1.56
210.54,-21.41,-1.54
210.24,-21.41,-1.52
209.88,-21.45,-1.53
209.59,-21.45,-1.52
209.26,-21.46,-1.51
208.95,-21.47,-1.50
208.72,-21.41,-1.45
208.40,-21.41,-1.44
208.11,-21.41,-1.42
207.83,-21.38,-1.39
207.54,-21.37,-1.37
207.23,-21.38,-1.36
206.92,-21.37,-1.35
206.68,-21.32,-1.30
206.45,-21.24,-1.24
206.17,-21.22,-1.22
205.91,-21.19,-1.19
205.63,-21.16,-1.16
205.37,-21.12,-1.12
205.09,-21.11,-1.10
204.78,-21.10,-1.08
204.55,-21.05,-1.05
204.26,-21.03,-1.02
203.98,-21.01,-1.00
203.74,-20.96,-0.96
203.46,-20.93,-0.93
203.22,-20.88,-0.89
202.90,-20.87,-0.88
202.62,-20.86,-0.86
202.39,-20.80,-0.82
202.08,-20.80,-0.81
201.82,-20.75,-0.78
201.54,-20.72,-0.75
201.29,-20.68,-0.72
201.06,-20.62,-0.67
200.78,-20.59,-0.64
200.53,-20.54,-0.61
200.26,-20.50,-0.58
199.97,-20.49,-0.57
199.75,-20.42,-0.52
199.48,-20.38,-0.49
199.21,-20.35,-0.47
198.90,-20.36,-0.47
198.63,-20.33,-0.44
198.37,-20.29,-0.42
198.12,-20.23,-0.37
197.91,-20.15,-0.32
197.70,-20.08,-0.28
197.46,-20.00,-0.23
197.24,-19.94,-0.19
196.98,-19.89,-0.15
196.70,-19.88,-0.14
196.41,-19.87,-0.13
196.17,-19.80,-0.09
195.96,-19.72,-0.04
195.66,-19.72,-0.04
195.39,-19.69,-0.02
195.17,-19.62,0.02
194.93,-19.55,0.06
194.69,-19.51,0.09
194.42,-19.46,0.11
194.23,-19.38,0.17
194.00,-19.32,0.20
193.69,-19.32,0.20
193.45,-19.27,0.23
193.19,-19.24,0.24
192.96,-19.16,0.29
192.77,-19.08,0.34
192.49,-19.05,0.36
192.29,-18.97,0.40
192.07,-18.90,0.44
191.85,-18.82,0.48
191.63,-18.76,0.52
191.42,-18.67,0.57
191.21,-18.60,0.60
190.98,-18.55,0.63
190.73,-18.49,0.66
190.53,-18.42,0.70
190.25,-18.39,0.71
190.02,-18.34,0.74
189.81,-18.27,0.77
189.59,-18.19,0.81
189.40,-18.11,0.86
189.18,-18.05,0.88
188.99,-17.96,0.93
188.81,-17.87,0.98
188.56,-17.82,1.00
188.39,-17.72,1.05
188.17,-17.66,1.08
187.96,-17.58,1.12
187.78,-17.48,1.17
187.54,-17.43,1.19
187.30,-17.39,1.20
187.05,-17.37,1.20
186.80,-17.32,1.22
186.58,-17.27,1.24
186.39,-17.17,1.29
186.19,-17.10,1.32
185.98,-17.04,1.35
185.74,-17.00,1.36
185.53,-16.93,1.39
185.28,-16.89,1.40
185.08,-16.83,1.43
184.86,-16.77,1.45
184.63,-16.71,1.47
184.44,-16.64,1.50
184.22,-16.59,1.52
183.99,-16.54,1.54
183.78,-16.48,1.56
183.60,-16.38,1.60
183.43,-16.28,1.65
183.25,-16.20,1.68
183.06,-16.11,1.72
182.87,-16.04,1.75
182.66,-15.97,1.77
182.45,-15.92,1.79
182.26,-15.85,1.82
182.04,-15.79,1.84
181.85,-15.73,1.86
181.67,-15.63,1.90
181.48,-15.56,1.93
181.29,-15.49,1.95
181.08,-15.43,1.97
180.93,-15.33,2.01
180.71,-15.28,2.03
180.57,-15.16,2.08
180.39,-15.09,2.10
180.18,-15.03,2.12
179.99,-14.96,2.14
179.76,-14.94,2.14
179.57,-14.86,2.16
179.44,-14.74,2.21
179.24,-14.68,2.23
179.01,-14.65,2.23
178.80,-14.61,2.24
178.56,-14.58,2.23
178.38,-14.52,2.25
178.16,-14.46,2.26
177.97,-14.40,2.28
177.87,-14.27,2.34
177.69,-14.19,2.36
177.50,-14.14,2.37
177.37,-14.01,2.43
177.25,-13.90,2.48
177.12,-13.79,2.52
176.93,-13.72,2.54
176.83,-13.58,2.60
176.73,-13.46,2.65
176.64,-13.32,2.71
176.49,-13.23,2.74
176.35,-13.13,2.78
176.25,-13.00,2.83
176.17,-12.85,2.90
176.04,-12.73,2.94
175.95,-12.60,3.00
175.81,-12.50,3.03
175.71,-12.38,3.08
175.60,-12.26,3.12
175.44,-12.19,3.14
175.23,-12.16,3.13
175.06,-12.08,3.14
174.87,-12.05,3.13
174.72,-11.98,3.15
174.52,-11.93,3.14
174.37,-11.86,3.16
174.16,-11.83,3.15
174.01,-11.76,3.16
173.83,-11.71,3.16
173.62,-11.68,3.15
173.49,-11.59,3.17
173.30,-11.56,3.16
173.13,-11.50,3.17
172.95,-11.46,3.17
172.72,-11.45,3.14
172.51,-11.43,3.12
172.35,-11.38,3.13
172.08,-11.41,3.08
171.83,-11.43,3.04
171.60,-11.42,3.01
171.38,-11.43,2.98
171.14,-11.44,2.94
170.93,-11.42,2.92
170.66,-11.46,2.87
170.42,-11.47,2.84
170.16,-11.50,2.79
169.92,-11.52,2.75
169.71,-11.50,2.74
169.46,-11.53,2.70
169.21,-11.55,2.66
168.96,-11.58,2.62
168.69,-11.62,2.57
168.44,-11.64,2.53
168.23,-11.63,2.51
168.00,-11.65,2.48
167.74,-11.67,2.44
167.49,-11.71,2.40
167.22,-11.74,2.35
167.02,-11.73,2.34
166.79,-11.74,2.31
166.57,-11.73,2.29
166.30,-11.78,2.24
166.06,-11.79,2.21
165.81,-11.83,2.17
165.56,-11.85,2.13
165.38,-11.81,2.14
165.16,-11.82,2.11
164.95,-11.80,2.10
164.76,-11.79,2.09
164.52,-11.82,2.05
164.30,-11.81,2.04
164.13,-11.77,2.04
163.91,-11.78,2.02
163.72,-11.76,2.01
163.58,-11.69,2.03
163.38,-11.67,2.03
163.20,-11.66,2.02
163.02,-11.63,2.02
162.80,-11.62,2.00
162.61,-11.61,1.99
162.33,-11.66,1.94
162.08,-11.70,1.90
161.86,-11.71,1.87
161.67,-11.68,1.87
161.44,-11.71,1.84
161.20,-11.72,1.81
160.98,-11.73,1.79
160.72,-11.78,1.74
160.46,-11.82,1.70
160.25,-11.83,1.68
160.01,-11.84,1.66
159.78,-11.87,1.62
159.51,-11.92,1.57
159.26,-11.95,1.54
159.06,-11.95,1.53
158.83,-11.97,1.50
158.57,-12.00,1.47
158.32,-12.05,1.43
158.07,-12.08,1.39
157.85,-12.09,1.37
157.57,-12.16,1.32
157.27,-12.23,1.26
156.96,-12.33,1.19
156.65,-12.40,1.13
156.45,-12.40,1.12
156.23,-12.42,1.10
156.01,-12.42,1.09
155.78,-12.44,1.06
155.54,-12.46,1.04
155.31,-12.48,1.02
155.04,-12.54,0.97
154.80,-12.56,0.95
154.56,-12.59,0.92
154.29,-12.64,0.89
154.10,-12.63,0.88
153.84,-12.68,0.84
153.62,-12.68,0.83
153.44,-12.66,0.84
153.21,-12.68,0.82
152.96,-12.71,0.79
152.71,-12.75,0.76
152.49,-12.76,0.75
152.24,-12.79,0.72
152.02,-12.81,0.70
151.76,-12.84,0.67
151.53,-12.87,0.65
151.33,-12.86,0.65
151.09,-12.89,0.63
150.86,-12.91,0.61
145.07,-12.47,0.70
145.16,-12.23,0.83
145.24,-11.98,0.97
145.23,-11.82,1.05
145.20,-11.68,1.12
145.27,-11.45,1.24
145.29,-11.27,1.33
145.28,-11.12,1.41
145.29,-10.94,1.49
145.33,-10.75,1.59
145.31,-10.60,1.66
145.28,-10.47,1.72
144.73,-10.77,1.54
144.20,-11.05,1.37
143.77,-11.25,1.24
143.36,-11.42,1.13
142.95,-11.60,1.02
142.62,-11.71,0.95
142.26,-11.85,0.86
141.96,-11.94,0.81
141.67,-12.01,0.76
141.34,-12.12,0.69
141.00,-12.24,0.61
140.71,-12.31,0.57
140.46,-12.36,0.53
140.19,-12.41,0.50
139.93,-12.46,0.46
139.61,-12.57,0.40
139.30,-12.65,0.35
139.02,-12.73,0.30
138.74,-12.80,0.26
138.51,-12.81,0.25
138.26,-12.86,0.22
137.97,-12.92,0.18
137.72,-12.97,0.15
137.51,-12.98,0.14
137.31,-12.97,0.14
137.12,-12.97,0.14
136.90,-12.97,0.14
136.64,-13.03,0.11
136.41,-13.06,0.09
136.16,-13.09,0.07
135.91,-13.14,0.04
135.68,-13.15,0.03
135.45,-13.17,0.02
135.27,-13.17,0.02
135.05,-13.17,0.02
134.87,-13.16,0.03
134.66,-13.15,0.03
134.45,-13.17,0.02
134.19,-13.22,-0.01
133.96,-13.24,-0.02
133.74,-13.25,-0.03
133.49,-13.30,-0.06
133.26,-13.31,-0.07
133.09,-13.29,-0.05
132.84,-13.32,-0.07
132.68,-13.29,-0.05
132.47,-13.30,-0.06
132.25,-13.31,-0.06
132.06,-13.30,-0.06
131.85,-13.30,-0.06
131.66,-13.29,-0.05
131.45,-13.30,-0.05
131.21,-13.32,-0.07
131.01,-13.33,-0.07
130.76,-13.36,-0.09
130.53,-13.39,-0.11
130.30,-13.42,-0.12
130.06,-13.44,-0.14
129.86,-13.44,-0.14
129.61,-13.48,-0.16
129.44,-13.46,-0.15
129.17,-13.52,-0.18
128.88,-13.58,-0.22
128.66,-13.61,-0.23
128.44,-13.63,-0.24
128.17,-13.68,-0.27
127.88,-13.76,-0.32
127.61,-13.81,-0.34
127.33,-13.88,-0.38
127.10,-13.90,-0.40
126.84,-13.94,-0.42
126.57,-14.00,-0.45
126.32,-14.03,-0.47
126.11,-14.04,-0.47
125.92,-14.03,-0.46
125.62,-14.11,-0.50
125.41,-14.11,-0.50
125.15,-14.15,-0.51
125.00,-14.10,-0.48
124.84,-14.06,-0.45
124.66,-14.03,-0.43
124.49,-13.99,-0.40
124.33,-13.96,-0.38
124.09,-13.98,-0.39
123.92,-13.95,-0.36
123.70,-13.95,-0.36
123.47,-13.98,-0.37
123.24,-14.00,-0.38
123.06,-13.96,-0.36
122.82,-14.00,-0.37
122.57,-14.03,-0.39
122.35,-14.04,-0.39
122.14,-14.05,-0.39
121.87,-14.10,-0.42
121.69,-14.08,-0.41
121.45,-14.09,-0.41
121.18,-14.15,-0.44
120.96,-14.17,-0.45
120.71,-14.19,-0.46
120.49,-14.21,-0.47
120.22,-14.26,-0.49
119.97,-14.29,-0.51
119.72,-14.33,-0.53
119.45,-14.38,-0.55
119.23,-14.39,-0.56
119.01,-14.41,-0.56
118.74,-14.45,-0.58
118.48,-14.50,-0.60
118.23,-14.53,-0.61
117.95,-14.59,-0.65
117.66,-14.66,-0.69
117.37,-14.72,-0.72
117.12,-14.77,-0.74
116.88,-14.78,-0.74
116.62,-14.82,-0.76
116.41,-14.82,-0.75
116.13,-14.87,-0.78
115.90,-14.89,-0.78
115.66,-14.91,-0.78
115.43,-14.92,-0.78
115.19,-14.95,-0.79
114.91,-15.00,-0.82
114.68,-15.01,-0.82
114.53,-14.96,-0.78
114.34,-14.94,-0.76
114.16,-14.91,-0.73
113.92,-14.93,-0.74
113.69,-14.94,-0.74
113.49,-14.93,-0.72
113.23,-14.97,-0.74
113.00,-14.98,-0.74
112.80,-14.95,-0.71
112.62,-14.92,-0.69
112.44,-14.89,-0.67
112.22,-14.89,-0.66
112.03,-14.87,-0.64
111.81,-14.86,-0.63
111.58,-14.88,-0.63
111.37,-14.87,-0.62
111.10,-14.91,-0.64
110.89,-14.91,-0.64
110.69,-14.89,-0.61
110.45,-14.91,-0.62
110.30,-14.86,-0.58
110.15,-14.79,-0.54
109.99,-14.73,-0.50
109.80,-14.71,-0.48
109.59,-14.70,-0.47
109.37,-14.70,-0.47
109.18,-14.67,-0.44
108.97,-14.66,-0.43
108.79,-14.64,-0.42
108.56,-14.64,-0.41
108.34,-14.65,-0.41
108.15,-14.61,-0.39
107.93,-14.62,-0.39
107.70,-14.64,-0.40
107.48,-14.63,-0.39
107.25,-14.64,-0.39
107.01,-14.66,-0.40
106.83,-14.63,-0.37
106.59,-14.65,-0.38
106.38,-14.64,-0.37
106.14,-14.66,-0.38
105.93,-14.64,-0.37
105.77,-14.59,-0.34
105.50,-14.65,-0.36
105.24,-14.67,-0.38
104.99,-14.70,-0.39
104.74,-14.74,-0.41
104.51,-14.74,-0.41
104.30,-14.74,-0.40
104.03,-14.77,-0.42
103.80,-14.79,-0.43
103.52,-14.85,-0.46
103.26,-14.87,-0.47
103.01,-14.91,-0.48
102.75,-14.93,-0.49
102.51,-14.95,-0.50
102.28,-14.97,-0.51
102.01,-15.00,-0.52
101.77,-15.03,-0.53
101.53,-15.03,-0.53
101.28,-15.06,-0.55
101.06,-15.07,-0.54
100.77,-15.12,-0.57
100.50,-15.17,-0.60
100.22,-15.22,-0.62
99.98,-15.24,-0.63
99.75,-15.25,-0.63
99.44,-15.32,-0.67
99.22,-15.32,-0.66
98.95,-15.37,-0.68
98.68,-15.40,-0.70
98.47,-15.39,-0.68
98.20,-15.43,-0.70
97.98,-15.42,-0.69
97.77,-15.41,-0.68
97.57,-15.39,-0.65
97.32,-15.41,-0.66
97.09,-15.40,-0.65
96.85,-15.42,-0.66
96.60,-15.45,-0.67
96.33,-15.48,-0.68
96.09,-15.50,-0.69
95.87,-15.48,-0.67
95.62,-15.51,-0.68
95.40,-15.51,-0.67
95.21,-15.47,-0.64
94.99,-15.46,-0.63
94.76,-15.47,-0.63
94.55,-15.45,-0.61
94.34,-15.44,-0.60
94.12,-15.42,-0.58
93.90,-15.42,-0.58
93.63,-15.46,-0.60
93.45,-15.41,-0.56
93.25,-15.40,-0.55
93.03,-15.38,-0.53
92.82,-15.37,-0.52
92.61,-15.36,-0.51
92.37,-15.37,-0.51
92.22,-15.30,-0.46
92.01,-15.28,-0.44
91.80,-15.27,-0.43
91.60,-15.25,-0.42
91.34,-15.27,-0.43
91.14,-15.24,-0.41
90.90,-15.25,-0.41
90.76,-15.18,-0.36
90.55,-15.17,-0.35
90.35,-15.13,-0.33
90.16,-15.10,-0.30
89.99,-15.06,-0.27
89.78,-15.04,-0.26
89.60,-15.00,-0.23
89.39,-14.97,-0.21
89.23,-14.92,-0.18
89.04,-14.89,-0.16
88.88,-14.82,-0.12
88.67,-14.82,-0.11
88.49,-14.77,-0.08
88.33,-14.72,-0.05
88.14,-14.68,-0.03
87.92,-14.67,-0.02
87.72,-14.64,0.00
87.53,-14.60,0.02
87.32,-14.59,0.03
87.20,-14.51,0.08
87.04,-14.44,0.12
86.87,-14.40,0.15
86.69,-14.36,0.17
86.52,-14.32,0.19
86.36,-14.26,0.23
86.17,-14.23,0.25
86.00,-14.19,0.27
85.80,-14.17,0.27
85.63,-14.12,0.31
85.45,-14.08,0.33
85.19,-14.11,0.31
85.02,-14.06,0.33
84.82,-14.05,0.33
84.59,-14.06,0.33
84.39,-14.04,0.34
84.15,-14.04,0.33
83.96,-14.02,0.34
83.75,-14.02,0.34
83.51,-14.03,0.33
83.29,-14.03,0.33
83.07,-14.02,0.33
82.81,-14.06,0.30
82.61,-14.05,0.31
82.40,-14.02,0.32
82.24,-13.98,0.34
82.00,-14.00,0.32
81.81,-13.96,0.35
81.62,-13.94,0.35
81.37,-13.96,0.34
81.14,-13.97,0.33
80.92,-13.98,0.32
80.72,-13.95,0.34
80.54,-13.92,0.36
80.36,-13.87,0.38
80.17,-13.86,0.38
79.98,-13.83,0.40
79.74,-13.84,0.39
79.55,-13.82,0.40
79.31,-13.83,0.39
79.08,-13.85,0.37
78.89,-13.83,0.38
78.71,-13.78,0.41
78.53,-13.75,0.42
78.32,-13.74,0.43
78.16,-13.69,0.45
77.99,-13.65,0.47
77.79,-13.63,0.48
77.58,-13.63,0.48
77.47,-13.53,0.53
77.29,-13.49,0.55
77.07,-13.50,0.54
76.90,-13.45,0.57
76.79,-13.36,0.62
76.61,-13.33,0.63
76.44,-13.28,0.65
76.27,-13.25,0.67
76.11,-13.19,0.70
76.01,-13.09,0.75
75.93,-12.98,0.81
75.81,-12.89,0.86
75.70,-12.80,0.91
75.57,-12.72,0.95
75.46,-12.63,0.99
75.30,-12.59,1.01
75.22,-12.47,1.08
75.13,-12.36,1.13
