Time[s]	Pressure[Pa]	Alt[m]	Acc_x[G]	Acc_y[G]	Acc_z[G]	Gyro_x[º/s]	Gyro_y[º/s]	Gyro_z[º/s]	Temp_bme[*C]	Temp_imu[*C]
119.57	101705.18	0.89	0.08	0.11	1.00	12.50	7.68	0.73	32.67	34.4
119.60	101705.18	0.89	0.09	0.12	1.03	12.26	8.54	2.07	32.68	34.4
119.62	101707.58	0.69	0.11	0.12	1.00	12.56	8.84	1.28	32.68	34.6
119.64	101702.19	1.13	0.10	0.14	1.03	12.26	10.00	0.91	32.65	34.6
119.67	101702.19	1.13	0.09	0.13	1.01	12.32	9.76	1.34	32.65	34.5
119.69	101703.27	1.05	0.07	0.13	1.03	11.83	9.94	2.07	32.67	34.5
119.71	101704.14	0.97	0.06	0.11	1.02	12.20	8.72	1.04	32.67	34.6
119.74	101704.14	0.97	0.08	0.11	1.02	12.50	8.60	2.26	32.67	34.6
119.76	101706.12	0.81	0.09	0.11	1.02	12.62	8.41	1.65	32.66	34.5
119.79	101705.35	0.87	0.10	0.13	1.03	12.68	8.84	1.71	32.67	34.7
119.81	101705.35	0.87	0.10	0.14	1.02	12.68	9.15	1.28	32.67	34.4
119.83	101704.03	0.98	0.09	0.14	1.02	11.89	9.63	1.52	32.67	34.6
119.86	101702.47	1.11	0.08	0.12	1.02	11.46	9.57	0.91	32.66	34.5
119.88	101702.47	1.11	0.07	0.10	1.03	11.40	9.45	1.34	32.66	34.4
119.90	101707.44	0.70	0.08	0.10	1.02	12.44	9.15	1.16	32.67	34.5
119.92	101701.08	1.23	0.08	0.11	1.02	12.56	8.84	2.01	32.66	34.5
119.95	101701.08	1.23	0.08	0.13	1.02	12.62	9.02	1.77	32.66	34.6
119.97	101702.65	1.10	0.09	0.13	1.02	12.56	8.84	1.71	32.66	34.6
119.99	101702.65	0.91	0.10	0.13	1.02	12.13	8.84	1.83	32.66	34.6
120.02	101704.91	0.91	0.10	0.12	1.02	12.07	9.21	1.52	32.66	34.6
120.04	101701.26	1.21	0.10	0.12	1.02	12.26	9.33	1.34	32.66	34.5
120.06	101701.26	1.21	0.08	0.12	1.02	12.44	9.82	1.59	32.67	34.6
120.08	101703.17	1.05	0.07	0.12	1.02	12.01	9.21	1.40	32.67	34.4
120.11	101700.14	1.30	0.08	0.12	1.02	12.20	8.90	1.52	32.67	34.6
120.13	101700.14	1.30	0.08	0.12	1.02	12.32	8.78	1.40	32.67	34.5
120.16	101702.47	1.11	0.09	0.12	1.02	11.95	8.78	1.52	32.67	34.5
120.18	101705.95	0.82	0.10	0.12	1.03	12.44	8.96	1.46	32.67	34.4
120.20	101705.95	0.82	0.09	0.12	1.03	12.50	9.51	1.34	32.67	34.5
120.22	101703.34	1.04	0.09	0.13	1.02	12.26	9.63	1.22	32.67	34.4
120.25	101704.66	0.93	0.08	0.13	1.02	12.07	9.33	1.34	32.67	34.6
120.27	101704.66	0.93	0.08	0.12	1.03	12.07	9.09	1.34	32.67	34.5
120.29	101701.08	1.23	0.08	0.11	1.02	11.95	9.21	1.46	32.66	34.3
120.31	101701.08	1.23	0.08	0.12	1.02	12.32	8.96	1.71	32.66	34.6
120.34	101700.39	1.28	0.09	0.12	1.02	12.56	8.60	1.77	32.66	34.7
120.37	101701.19	1.22	0.08	0.13	1.02	12.50	8.78	1.77	32.67	34.6
120.39	101697.84	1.50	0.10	0.13	1.02	12.13	8.96	1.59	32.65	34.5
120.42	101697.84	1.50	0.09	0.13	1.02	11.89	9.33	1.46	32.66	34.6
120.44	101701.88	1.16	0.09	0.12	1.02	12.07	9.33	1.40	32.66	34.2
120.47	101701.08	1.23	0.08	0.11	1.02	12.07	9.57	1.22	32.67	34.4
120.49	101703.00	1.20	0.08	0.12	1.02	12.32	9.45	1.40	32.66	34.6
120.52	101701.43	1.20	0.08	0.12	1.02	12.20	8.90	1.59	32.66	34.4
120.55	101703.86	1.00	0.08	0.12	1.01	12.26	8.90	1.77	32.67	34.7
120.57	101700.66	1.26	0.09	0.13	1.02	12.32	8.96	1.52	32.66	34.4
120.60	101700.66	1.26	0.09	0.12	1.02	12.20	9.39	1.40	32.67	34.4
120.62	101702.23	1.13	0.09	0.12	1.02	12.20	9.63	1.46	32.67	34.5
120.65	101700.14	1.30	0.08	0.12	1.02	12.01	9.51	1.28	32.66	34.5
120.67	101700.14	1.30	0.08	0.12	1.02	12.01	9.21	1.34	32.66	34.4
120.70	101698.83	1.41	0.08	0.12	1.02	12.32	8.54	1.46	32.66	34.5
120.72	101701.19	1.22	0.09	0.12	1.02	12.07	8.90	1.83	32.66	34.4
120.75	101703.17	1.05	0.10	0.12	1.02	12.68	9.02	1.71	32.66	34.5
120.77	101703.17	1.05	0.10	0.13	1.02	12.26	9.27	1.59	32.66	34.6
120.80	101704.73	0.92	0.10	0.13	1.02	11.95	9.45	1.16	32.66	34.6
120.83	101704.03	0.98	0.09	0.12	1.02	12.38	9.57	1.34	32.66	34.4
120.85	101704.03	1.02	0.08	0.12	1.02	12.07	9.09	1.34	32.66	34.7
120.88	101703.52	1.02	0.08	0.11	1.02	12.26	9.21	1.40	32.66	34.4
120.90	101702.47	1.11	0.08	0.12	1.02	12.50	8.66	1.89	32.66	34.5
120.93	101701.60	1.18	0.09	0.12	1.01	12.50	8.66	1.77	32.66	34.6
120.95	101701.60	1.18	0.10	0.13	1.02	12.44	8.72	1.52	32.66	34.5
120.98	101703.17	1.05	0.09	0.13	1.02	12.13	9.39	1.34	32.66	34.6
121.00	101705.35	0.87	0.09	0.12	1.02	11.95	9.39	1.40	32.67	34.5
121.03	101705.35	0.87	0.08	0.12	1.02	12.01	9.70	1.40	32.65	34.8
121.05	101703.05	1.06	0.08	0.12	1.02	12.20	9.15	1.71	32.65	34.5
121.08	101702.88	1.08	0.08	0.12	1.02	12.50	8.90	1.71	32.65	34.3
121.10	101702.30	1.13	0.09	0.12	1.02	12.32	8.72	1.59	32.66	34.5
121.13	101702.30	1.13	0.09	0.12	1.02	12.20	9.27	1.59	32.66	34.6
121.16	101702.70	1.09	0.09	0.12	1.01	12.13	9.09	1.40	32.65	34.6
121.18	101704.48	0.94	0.08	0.12	1.01	12.26	9.33	1.52	32.67	34.5
121.21	101704.48	0.94	0.08	0.12	1.02	12.26	9.39	1.52	32.66	34.5
121.23	101703.17	1.05	0.08	0.12	1.02	12.32	9.09	1.77	32.66	34.5
121.26	101702.65	1.10	0.08	0.12	1.02	12.50	8.72	1.83	32.66	34.4
121.28	101700.91	1.24	0.09	0.12	1.02	12.44	8.54	1.83	32.66	34.4
121.31	101700.91	1.24	0.09	0.12	1.02	12.32	8.96	1.59	32.66	34.5
121.33	101696.88	1.58	0.09	0.13	1.02	12.44	9.39	1.16	32.65	34.6
121.36	101702.12	1.14	0.09	0.13	1.02	12.13	9.51	1.34	32.66	34.4
121.38	101702.12	1.14	0.08	0.12	1.02	12.07	9.45	0.98	32.66	34.4
121.41	101705.77	0.84	0.08	0.11	1.02	12.26	9.33	1.34	32.66	34.3
121.43	101703.74	1.01	0.08	0.12	1.02	12.44	9.09	1.46	32.65	34.4
121.46	101701.31	1.08	0.08	0.12	1.02	12.38	9.15	1.52	32.66	34.4
121.48	101702.82	1.08	0.09	0.13	1.02	12.50	8.66	1.65	32.66	34.6
121.51	101699.62	1.35	0.09	0.12	1.01	12.13	8.96	1.52	32.66	34.7
121.53	101702.82	1.08	0.09	0.12	1.02	12.07	9.21	1.40	32.66	34.5
121.56	101702.82	1.08	0.08	0.12	1.02	12.20	9.39	1.28	32.66	34.6
121.59	101698.76	1.42	0.08	0.12	1.02	12.44	9.21	1.52	32.66	34.5
121.61	101704.20	0.97	0.08	0.12	1.02	12.62	8.84	1.65	32.66	34.5
121.64	101704.20	1.15	0.08	0.12	1.03	12.26	8.84	1.52	32.66	34.3
121.66	101701.95	1.15	0.09	0.12	1.02	12.26	9.02	1.65	32.66	34.5
121.69	101700.31	1.29	0.09	0.12	1.02	12.44	9.15	1.46	32.66	34.6
121.71	101704.38	0.95	0.09	0.12	1.02	12.07	9.33	1.22	32.66	34.5
121.74	101704.38	0.95	0.09	0.12	1.03	12.44	9.45	1.46	32.66	34.5
121.77	101701.60	1.18	0.08	0.12	1.02	11.95	9.09	1.46	32.66	34.4
121.79	101700.39	1.28	0.08	0.12	1.02	11.95	9.02	1.40	32.66	34.6
121.81	101700.91	1.24	0.09	0.12	1.02	12.44	8.78	1.46	32.66	34.5
121.84	101700.91	1.24	0.09	0.12	1.02	12.38	8.66	1.52	32.66	34.4
121.86	101702.12	1.14	0.09	0.12	1.01	12.32	9.09	1.40	32.66	34.5
121.89	101700.91	1.24	0.09	0.12	1.02	12.20	9.02	1.59	32.66	34.7
121.91	101700.91	1.24	0.08	0.12	1.03	12.32	9.21	1.34	32.66	34.4
121.94	101699.62	1.35	0.08	0.12	1.02	12.07	9.09	1.40	32.66	34.4
121.97	101702.12	1.14	0.08	0.12	1.02	12.26	9.09	1.34	32.66	34.5
121.99	101702.12	0.88	0.09	0.12	1.02	12.13	8.96	1.34	32.66	34.6
122.02	101705.25	0.88	0.09	0.12	1.02	12.20	9.09	1.52	32.66	34.5
122.04	101705.08	0.90	0.09	0.12	1.02	12.07	9.15	1.34	32.66	34.5
122.07	101706.17	0.80	0.09	0.13	1.02	12.20	9.33	1.40	32.65	34.5
122.09	101706.17	0.80	0.08	0.12	1.02	11.95	9.27	1.22	32.65	34.4
122.12	101704.55	0.94	0.09	0.12	1.02	12.32	9.33	1.22	32.66	34.5
122.14	101706.98	0.74	0.09	0.12	1.02	12.38	9.27	1.34	32.66	34.4
122.17	101706.98	0.74	0.08	0.12	1.02	12.38	9.45	1.40	32.66	34.7
122.19	101706.73	0.76	0.08	0.12	1.02	12.56	8.96	1.52	32.66	34.5
122.22	101704.14	0.97	0.09	0.12	1.01	11.89	9.02	1.59	32.66	34.3
122.25	101703.52	1.02	0.09	0.12	1.02	12.38	9.39	1.59	32.66	34.4
122.27	101703.52	1.02	0.08	0.12	1.02	12.38	8.96	1.52	32.66	34.5
122.29	101699.06	1.39	0.09	0.12	1.01	12.38	9.15	1.59	32.64	34.4
122.32	101702.75	1.09	0.08	0.12	1.02	12.13	8.90	1.52	32.66	34.5
122.35	101702.75	1.09	0.08	0.12	1.02	12.20	9.27	1.28	32.67	34.4
122.37	101704.31	0.96	0.09	0.12	1.02	12.20	9.21	1.34	32.67	34.5
122.40	101702.70	1.09	0.08	0.12	1.02	12.20	9.15	1.34	32.65	34.7
122.42	101704.20	0.97	0.09	0.12	1.02	12.20	9.09	1.34	32.67	34.4
122.45	101704.20	0.97	0.09	0.12	1.02	12.38	9.09	1.65	32.67	34.7
122.47	101702.36	1.12	0.08	0.12	1.02	12.07	9.15	1.59	32.65	34.6
122.50	101704.73	0.92	0.08	0.12	1.02	12.20	9.33	1.59	32.66	34.4
122.53	101704.73	0.89	0.09	0.12	1.02	12.26	8.96	1.65	32.66	34.5
122.55	101705.17	0.89	0.09	0.12	1.02	12.32	8.84	1.40	32.66	34.4
122.58	101706.12	0.81	0.09	0.12	1.02	12.20	9.09	1.46	32.66	34.3
122.60	101705.88	0.83	0.08	0.12	1.02	12.07	9.63	1.46	32.66	34.5
122.63	101705.88	0.83	0.09	0.12	1.02	12.32	9.15	1.65	32.66	34.5
122.65	101704.73	0.92	0.08	0.12	1.02	12.26	9.02	1.46	32.66	34.5
122.68	101704.55	0.94	0.09	0.12	1.02	12.32	9.15	1.65	32.66	34.6
122.70	101704.55	0.94	0.09	0.12	1.02	12.38	9.21	1.71	32.66	34.3
122.73	101706.12	0.81	0.08	0.12	1.02	12.20	9.15	1.40	32.66	34.4
122.75	101703.96	0.99	0.08	0.12	1.02	12.44	9.45	1.34	32.66	34.8
122.78	101704.48	0.94	0.08	0.12	1.02	12.44	8.90	1.65	32.66	34.4
122.80	101704.48	0.94	0.09	0.13	1.02	12.20	8.90	1.59	32.66	34.6
122.83	101704.83	0.92	0.09	0.12	1.02	12.26	9.15	1.40	32.66	34.5
122.85	101705.35	0.87	0.08	0.12	1.02	12.32	9.15	1.34	32.67	34.4
122.88	101705.35	0.87	0.09	0.12	1.01	12.50	8.96	1.59	32.67	34.4
122.90	101705.34	0.87	0.08	0.12	1.02	12.20	9.15	1.28	32.66	34.5
122.93	101703.69	1.01	0.09	0.12	1.02	12.13	9.09	1.22	32.66	34.6
122.96	101703.34	1.04	0.09	0.12	1.02	12.32	9.09	1.46	32.66	34.4
122.98	101703.34	1.04	0.09	0.12	1.02	12.20	9.09	1.52	32.66	34.5
123.01	101704.14	0.97	0.08	0.12	1.02	12.26	8.96	1.40	32.66	34.4
123.03	101707.61	0.68	0.09	0.12	1.02	12.32	9.15	1.34	32.66	34.4
123.06	101707.61	0.68	0.08	0.13	1.02	12.26	9.27	1.34	32.66	34.6
123.08	101703.96	0.99	0.08	0.12	1.03	12.13	9.15	1.46	32.66	34.3
123.11	101703.69	1.01	0.08	0.12	1.02	12.32	9.02	1.59	32.66	34.5
123.13	101703.69	1.01	0.09	0.12	1.02	12.44	9.27	1.59	32.66	34.3
123.16	101705.59	0.85	0.08	0.12	1.02	12.32	9.21	1.65	32.66	34.4
123.19	101706.30	0.79	0.09	0.12	1.02	12.07	9.15	1.65	32.66	34.2
123.21	101707.33	0.71	0.08	0.12	1.02	12.32	9.15	1.65	32.66	34.4
123.23	101707.33	0.71	0.09	0.12	1.02	12.20	9.33	1.52	32.66	34.4
123.26	101702.70	1.09	0.08	0.12	1.03	12.26	9.21	1.34	32.65	34.6
123.28	101705.88	0.83	0.09	0.12	1.02	12.26	9.02	1.40	32.66	34.6
123.31	101705.88	0.83	0.09	0.12	1.02	12.50	9.15	1.40	32.65	34.5
123.34	101703.05	1.06	0.09	0.12	1.02	12.44	9.09	1.59	32.65	34.5
123.36	101705.95	0.82	0.08	0.12	1.03	12.13	9.09	1.22	32.66	34.5
123.39	101706.12	0.81	0.09	0.12	1.02	12.44	9.39	1.65	32.66	34.4
123.41	101706.12	0.81	0.09	0.12	1.01	12.20	9.09	1.46	32.66	34.4
123.44	101705.88	0.83	0.09	0.12	1.02	12.32	9.27	1.59	32.66	34.6
123.46	101699.45	1.36	0.09	0.12	1.02	12.26	9.15	1.89	32.66	34.5
123.49	101699.45	1.36	0.08	0.12	1.02	12.26	9.02	1.71	32.66	34.3
123.51	101704.44	0.95	0.09	0.12	1.02	12.32	9.09	1.46	32.65	34.4
123.55	101704.61	0.93	0.09	0.12	1.02	12.44	9.27	1.46	32.65	34.4
123.57	101703.96	0.99	0.08	0.12	1.02	12.07	9.51	1.40	32.66	34.3
123.60	101703.96	0.99	0.08	0.12	1.02	12.20	9.15	1.52	32.66	34.6
123.62	101705.95	0.82	0.08	0.12	1.02	12.26	9.33	1.28	32.66	34.7
123.64	101700.80	1.25	0.08	0.12	1.02	12.01	9.02	1.28	32.65	34.6
123.67	101700.80	1.13	0.09	0.12	1.02	12.13	8.78	1.77	32.66	34.5
123.69	101702.23	1.13	0.09	0.12	1.02	12.26	9.21	1.40	32.66	34.5
123.72	101703.79	1.00	0.09	0.12	1.02	12.07	9.39	1.52	32.66	34.4
123.75	101705.17	0.89	0.08	0.12	1.02	12.50	9.27	1.34	32.66	34.5
123.77	101705.17	0.89	0.08	0.12	1.02	12.07	9.15	1.65	32.66	34.5
123.80	101703.79	1.00	0.08	0.12	1.02	12.20	9.21	1.46	32.66	34.4
123.82	101699.62	1.35	0.09	0.12	1.02	12.13	9.15	1.59	32.66	34.6
123.85	101699.62	1.35	0.09	0.13	1.02	12.50	9.27	1.65	32.66	34.7
123.87	101704.66	0.93	0.09	0.12	1.02	12.20	9.21	1.52	32.66	34.4
123.90	101702.75	1.09	0.09	0.12	1.02	12.26	9.57	1.34	32.66	34.5
123.92	101703.22	1.05	0.08	0.12	1.02	12.26	9.21	1.52	32.65	34.6
123.95	101703.22	1.05	0.09	0.12	1.02	12.38	9.39	1.46	32.65	34.3
123.98	101704.14	0.97	0.08	0.12	1.02	12.20	9.21	1.40	32.66	34.5
124.00	101704.73	0.92	0.08	0.13	1.02	12.38	9.02	1.59	32.66	34.5
124.03	101704.73	0.92	0.08	0.12	1.02	12.38	8.96	1.71	32.66	34.4
124.05	101705.95	0.82	0.09	0.12	1.02	12.38	9.15	1.71	32.66	34.6
124.08	101705.34	0.87	0.09	0.12	1.02	12.38	8.96	1.65	32.66	34.6
124.10	101704.20	0.97	0.09	0.12	1.02	12.44	9.33	1.34	32.66	34.4
124.13	101704.20	0.97	0.08	0.12	1.02	12.20	9.39	1.28	32.66	34.6
124.15	101703.98	0.99	0.08	0.12	1.02	12.38	8.96	1.22	32.65	34.5
124.18	101708.12	0.64	0.09	0.13	1.02	12.32	9.02	1.71	32.66	34.5
124.20	101708.12	0.64	0.09	0.12	1.02	12.07	9.09	1.59	32.66	34.6
124.23	101706.39	0.79	0.09	0.12	1.02	12.13	9.15	1.59	32.66	34.6
124.25	101703.47	1.03	0.09	0.12	1.02	12.26	9.21	1.40	32.65	34.6
124.28	101703.47	1.07	0.09	0.12	1.02	12.26	9.63	1.40	32.66	34.5
124.30	101702.92	1.07	0.08	0.12	1.01	12.07	9.27	1.22	32.66	34.4
124.33	101702.88	1.08	0.08	0.12	1.03	12.32	9.27	1.40	32.65	34.5
124.36	101703.09	1.06	0.09	0.12	1.02	12.26	9.21	1.22	32.66	34.6
124.38	101703.09	1.06	0.09	0.12	1.02	12.38	9.02	1.59	32.66	34.5
124.41	101702.92	1.07	0.09	0.12	1.02	12.38	9.21	1.34	32.66	34.2
124.43	101705.08	0.90	0.09	0.13	1.02	12.32	9.15	1.40	32.66	34.6
124.46	101705.34	0.87	0.09	0.12	1.02	12.26	9.02	1.28	32.66	34.4
124.48	101705.34	0.87	0.09	0.12	1.02	12.26	8.90	1.46	32.66	34.3
124.51	101707.33	0.71	0.09	0.12	1.02	12.13	9.09	1.46	32.66	34.6
124.53	101704.61	0.93	0.09	0.12	1.02	12.38	9.33	1.46	32.65	34.4
124.56	101704.61	0.93	0.08	0.12	1.01	12.44	9.09	1.52	32.66	34.6
124.58	101706.39	0.79	0.09	0.12	1.02	12.32	9.15	1.40	32.66	34.6
124.61	101705.42	0.87	0.09	0.12	1.02	12.32	9.21	1.34	32.66	34.4
124.63	101705.42	0.92	0.08	0.12	1.02	12.26	9.27	1.40	32.66	34.6
124.66	101704.73	0.92	0.09	0.12	1.02	12.26	9.27	1.46	32.66	34.5
124.68	101702.23	1.13	0.08	0.12	1.02	12.20	9.02	1.46	32.66	34.4
124.71	101703.40	1.03	0.08	0.12	1.03	12.50	8.96	1.59	32.65	34.6
124.74	101703.40	1.03	0.08	0.12	1.02	12.38	9.33	1.77	32.65	34.5
124.76	101703.40	1.03	0.08	0.12	1.02	12.38	9.21	1.46	32.64	34.7
124.79	101704.48	0.94	0.09	0.12	1.02	12.13	8.90	1.28	32.66	34.5
124.81	101704.48	0.64	0.09	0.12	1.02	12.26	9.15	1.46	32.66	34.6
124.84	101708.20	0.64	0.09	0.12	1.02	12.20	9.39	1.22	32.66	34.6
124.86	101704.20	0.97	0.09	0.12	1.02	12.07	9.33	1.52	32.66	34.3
124.89	101704.83	0.92	0.09	0.12	1.02	12.32	9.27	1.52	32.66	34.5
124.91	101704.83	0.92	0.08	0.12	1.02	12.32	9.33	1.71	32.66	34.4
124.94	101705.77	0.84	0.09	0.12	1.02	12.13	9.21	1.71	32.66	34.4
124.96	101707.61	0.68	0.09	0.12	1.02	12.20	9.15	1.46	32.66	34.6
124.99	101707.61	0.68	0.09	0.12	1.02	12.26	9.09	1.40	32.66	34.3
125.01	101709.06	0.56	0.09	0.12	1.02	12.26	8.90	1.65	32.66	34.4
125.04	101706.00	0.82	0.09	0.12	1.02	12.32	8.96	1.71	32.65	34.5
125.06	101706.00	0.72	0.08	0.12	1.02	12.26	9.21	1.46	32.66	34.5
125.09	101707.16	0.72	0.08	0.12	1.02	12.26	9.15	1.59	32.66	34.6
125.11	101708.55	0.61	0.09	0.12	1.02	12.38	9.02	1.52	32.66	34.4
125.14	101705.14	0.89	0.09	0.12	1.02	12.38	8.90	1.40	32.65	34.4
125.16	101705.14	0.89	0.08	0.13	1.02	12.01	9.27	1.65	32.65	34.4
125.19	101706.34	0.79	0.08	0.12	1.02	12.13	9.21	1.40	32.65	34.6
125.21	101707.56	0.69	0.09	0.12	1.02	12.26	9.27	1.52	32.65	34.6
125.24	101707.56	0.69	0.08	0.12	1.02	12.32	9.21	1.22	32.65	34.4
125.26	101707.22	0.72	0.09	0.12	1.02	12.20	9.09	1.28	32.65	34.6
125.29	101705.55	0.86	0.08	0.12	1.02	12.13	9.02	1.59	32.65	34.4
125.31	101705.55	0.67	0.09	0.12	1.02	12.32	9.21	1.65	32.66	34.5
125.33	101707.85	0.67	0.08	0.12	1.02	12.44	9.02	1.52	32.66	34.6
125.36	101706.00	0.82	0.09	0.12	1.02	12.26	9.15	1.52	32.65	34.6
125.39	101706.34	0.79	0.09	0.12	1.02	12.62	9.15	1.46	32.65	34.7
125.41	101706.34	0.79	0.08	0.12	1.02	12.20	9.27	1.71	32.65	34.6
125.44	101703.40	1.03	0.09	0.12	1.03	12.38	8.96	1.40	32.64	34.6
125.46	101706.34	0.79	0.08	0.12	1.02	12.07	9.09	1.65	32.65	34.5
125.49	101706.34	0.79	0.08	0.12	1.02	12.50	9.09	1.52	32.65	34.5
125.51	101705.83	0.83	0.08	0.12	1.01	12.32	9.02	1.34	32.65	34.4
125.54	101703.22	1.05	0.09	0.12	1.02	12.32	9.33	1.59	32.65	34.6
125.56	101705.14	0.89	0.09	0.13	1.02	12.26	9.15	1.34	32.65	34.6
125.59	101705.14	0.89	0.09	0.12	1.02	12.13	9.45	1.46	32.65	34.5
125.61	101703.12	1.06	0.08	0.12	1.02	12.32	9.51	1.16	32.65	34.5
125.64	101705.53	0.86	0.09	0.12	1.03	12.26	9.21	1.52	32.66	34.3
125.66	101705.53	0.86	0.08	0.12	1.02	12.44	8.84	1.34	32.66	34.5
125.69	101705.08	0.90	0.08	0.12	1.02	12.07	9.02	1.52	32.66	34.6
125.72	101706.81	0.75	0.08	0.12	1.02	12.32	9.21	1.28	32.66	34.5
125.74	101704.55	1.00	0.09	0.13	1.03	12.50	8.96	1.77	32.66	34.4
125.77	101703.79	1.00	0.09	0.12	1.02	12.44	9.21	1.46	32.66	34.4
125.79	101703.12	1.06	0.09	0.12	1.02	12.07	9.15	1.52	32.65	34.4
125.81	101707.85	0.67	0.09	0.12	1.03	12.13	9.09	1.22	32.66	34.4
125.84	101707.85	0.67	0.08	0.12	1.02	12.38	9.15	1.52	32.66	34.5
125.86	101701.04	1.23	0.08	0.12	1.02	12.56	9.09	1.52	32.65	34.5
125.89	101703.09	1.06	0.08	0.12	1.02	12.13	9.09	1.59	32.66	34.6
125.92	101703.09	1.06	0.09	0.12	1.02	12.26	9.33	1.52	32.65	34.4
125.94	101702.36	1.12	0.08	0.12	1.02	12.50	9.39	1.52	32.65	34.6
125.97	101702.02	1.15	0.08	0.12	1.01	12.20	9.27	1.22	32.65	34.4
125.99	101703.74	1.01	0.09	0.12	1.02	12.13	9.15	1.46	32.65	34.6
126.02	101703.74	1.01	0.08	0.12	1.02	12.26	8.96	1.28	32.65	34.5
126.04	101705.31	0.88	0.08	0.12	1.02	12.13	9.09	1.52	32.64	34.5
126.07	101705.31	0.88	0.08	0.12	1.02	12.13	9.27	1.46	32.65	34.5
126.09	101705.31	0.88	0.09	0.12	1.02	12.13	9.21	1.77	32.65	34.6
126.12	101705.17	0.89	0.09	0.12	1.02	12.26	8.96	1.65	32.66	34.5
126.15	101703.40	1.03	0.09	0.12	1.02	12.44	9.09	1.28	32.65	34.6
126.17	101705.20	0.89	0.08	0.12	1.02	12.07	9.09	1.40	32.65	34.5
126.20	101705.20	0.89	0.09	0.13	1.02	11.95	9.02	1.46	32.65	34.4
126.22	101703.47	1.03	0.08	0.12	1.02	12.13	9.02	1.46	32.65	34.5
126.25	101704.79	0.92	0.09	0.12	1.02	12.26	9.09	1.40	32.65	34.4
126.27	101704.79	0.92	0.08	0.12	1.02	12.26	9.33	1.40	32.65	34.4
126.30	101701.21	1.22	0.09	0.12	1.02	12.44	9.15	1.28	32.65	34.5
126.32	101702.02	1.15	0.09	0.12	1.02	12.20	9.21	1.46	32.65	34.5
126.35	101702.58	1.10	0.09	0.12	1.02	12.13	9.27	1.46	32.66	34.6
126.37	101702.58	1.10	0.08	0.12	1.02	12.32	9.39	1.59	32.66	34.4
126.40	101700.69	1.26	0.08	0.12	1.02	12.38	9.21	1.71	32.65	34.6
126.42	101705.00	0.90	0.08	0.12	1.02	12.38	9.27	1.52	32.66	34.4
126.45	101705.00	0.90	0.08	0.12	1.02	12.62	9.33	1.34	32.66	34.5
126.47	101700.97	1.24	0.08	0.12	1.02	12.13	9.09	1.46	32.64	34.7
126.50	101705.53	0.86	0.09	0.12	1.03	12.44	9.21	1.40	32.66	34.7
126.53	101705.53	0.86	0.09	0.12	1.02	12.32	8.96	1.40	32.65	34.5
126.55	101702.88	1.08	0.09	0.12	1.02	12.13	9.02	1.77	32.65	34.4
126.57	101705.59	0.85	0.08	0.12	1.02	12.13	9.33	1.59	32.66	34.6
126.60	101701.36	1.20	0.08	0.12	1.02	12.20	9.02	1.52	32.66	34.5
126.63	101701.36	1.20	0.08	0.12	1.02	12.32	9.09	1.46	32.66	34.6
126.65	101702.70	1.09	0.08	0.12	1.02	12.44	8.90	1.46	32.65	34.7
126.67	101699.30	1.37	0.09	0.13	1.02	12.26	9.27	1.59	32.65	34.4
126.70	101699.30	1.37	0.09	0.12	1.02	12.44	9.15	1.40	32.65	34.6
126.74	101702.75	1.09	0.09	0.12	1.02	12.13	9.02	1.59	32.65	34.4
126.76	101702.19	1.13	0.08	0.12	1.02	12.07	9.21	1.40	32.65	34.4
126.79	101700.97	1.24	0.09	0.12	1.03	11.95	9.33	1.59	32.65	34.7
126.81	101700.97	1.03	0.08	0.12	1.02	12.13	9.21	1.46	32.65	34.5
126.84	101703.40	1.03	0.08	0.12	1.02	12.26	9.27	1.34	32.65	34.4
126.86	101701.84	1.16	0.08	0.12	1.02	12.44	9.02	1.40	32.65	34.4
126.89	101699.41	1.37	0.08	0.12	1.02	12.07	9.21	1.52	32.65	34.4
126.91	101699.41	1.37	0.08	0.12	1.02	12.13	9.02	1.59	32.65	34.6
126.94	101703.69	1.01	0.08	0.12	1.02	12.26	9.02	1.52	32.66	34.5
126.96	101704.79	0.92	0.08	0.12	1.02	12.20	8.96	1.65	32.65	34.7
126.99	101704.79	0.92	0.09	0.12	1.02	12.01	9.21	1.71	32.64	34.6
127.01	101701.14	1.22	0.09	0.12	1.02	12.20	9.15	1.40	32.64	34.4
127.04	101702.88	1.08	0.09	0.12	1.02	12.20	9.15	1.34	32.65	34.5
127.06	101705.48	0.86	0.09	0.12	1.02	12.26	9.15	1.46	32.65	34.4
127.09	101705.48	0.86	0.09	0.12	1.02	12.32	9.15	1.40	32.65	34.6
127.11	101700.80	1.25	0.08	0.12	1.02	12.26	9.27	1.28	32.64	34.6
127.14	101702.70	1.09	0.09	0.12	1.02	12.32	9.15	1.40	32.65	34.6
127.17	101702.70	1.09	0.09	0.13	1.02	12.26	9.09	1.46	32.64	34.6
127.19	101701.66	1.18	0.09	0.12	1.02	12.13	9.02	1.34	32.64	34.4
127.22	101701.84	1.16	0.08	0.12	1.02	12.20	8.96	1.46	32.64	34.4
127.24	101704.27	0.96	0.08	0.12	1.02	12.20	8.72	1.65	32.65	34.4
127.27	101704.27	0.96	0.09	0.12	1.02	12.07	8.96	1.40	32.65	34.6
127.29	101706.52	0.77	0.09	0.12	1.02	12.13	9.02	1.65	32.65	34.4
