P,V,A
337.75,-19.16,-0.54
337.71,-18.79,-0.34
337.25,-19.08,-0.49
337.13,-18.79,-0.33
336.77,-18.92,-0.39
336.65,-18.63,-0.23
336.27,-18.79,-0.32
335.86,-19.00,-0.43
335.57,-18.98,-0.42
335.26,-19.03,-0.44
334.96,-19.04,-0.44
334.55,-19.23,-0.55
334.20,-19.34,-0.60
333.92,-19.30,-0.57
333.51,-19.49,-0.68
333.45,-19.11,-0.46
333.15,-19.14,-0.47
332.77,-19.29,-0.55
332.49,-19.25,-0.52
332.52,-18.76,-0.25
332.30,-18.67,-0.20
331.76,-19.08,-0.42
331.46,-19.11,-0.43
331.26,-18.95,-0.34
330.89,-19.08,-0.41
330.58,-19.13,-0.44
330.28,-19.13,-0.43
330.08,-19.00,-0.35
329.85,-18.89,-0.29
329.59,-18.86,-0.27
329.43,-18.66,-0.16
328.94,-18.97,-0.33
328.71,-18.89,-0.28
328.35,-18.98,-0.33
328.05,-19.02,-0.35
327.94,-18.74,-0.19
327.61,-18.79,-0.22
327.35,-18.76,-0.20
327.02,-18.81,-0.22
326.81,-18.70,-0.16
326.58,-18.63,-0.12
326.20,-18.76,-0.19
325.92,-18.76,-0.19
325.80,-18.51,-0.05
325.69,-18.21,0.11
325.56,-17.99,0.23
325.21,-18.07,0.18
325.00,-17.98,0.24
324.93,-17.67,0.41
324.45,-17.97,0.24
324.15,-18.01,0.21
323.94,-17.88,0.28
323.72,-17.81,0.32
323.44,-17.82,0.31
323.23,-17.70,0.37
322.76,-18.01,0.20
322.36,-18.19,0.09
322.20,-18.01,0.20
321.71,-18.35,0.01
321.66,-17.97,0.21
321.37,-18.00,0.20
321.19,-17.82,0.29
321.01,-17.67,0.37
320.75,-17.66,0.38
320.50,-17.60,0.41
320.13,-17.76,0.31
320.36,-16.98,0.74
320.21,-16.78,0.85
319.74,-17.12,0.65
319.42,-17.17,0.62
319.29,-16.95,0.73
319.17,-16.74,0.84
318.80,-16.89,0.75
318.53,-16.90,0.74
318.33,-16.78,0.80
318.18,-16.61,0.89
318.06,-16.39,1.00
317.87,-16.26,1.06
317.80,-15.97,1.22
317.70,-15.70,1.35
317.77,-15.20,1.62
317.42,-15.37,1.51
317.23,-15.26,1.56
316.86,-15.45,1.44
316.53,-15.59,1.35
316.30,-15.57,1.35
316.02,-15.62,1.31
315.71,-15.69,1.26
315.47,-15.68,1.26
315.10,-15.86,1.15
314.79,-15.94,1.10
314.20,-16.47,0.79
313.71,-16.82,0.59
313.35,-16.99,0.50
313.17,-16.86,0.56
312.80,-17.01,0.48
312.35,-17.31,0.30
312.03,-17.37,0.27
311.81,-17.31,0.30
311.47,-17.42,0.24
310.99,-17.74,0.06
310.71,-17.76,0.05
310.29,-17.96,-0.06
310.16,-17.77,0.04
309.78,-17.94,-0.05
309.39,-18.11,-0.14
309.30,-17.81,0.02
308.64,-18.44,-0.33
308.41,-18.34,-0.27
308.26,-18.15,-0.16
307.89,-18.27,-0.22
307.58,-18.34,-0.26
307.20,-18.51,-0.35
307.05,-18.27,-0.22
306.89,-18.10,-0.12
306.67,-17.99,-0.06
306.31,-18.14,-0.14
306.30,-17.73,0.09
306.15,-17.50,0.21
305.85,-17.57,0.17
305.75,-17.27,0.33
305.53,-17.22,0.36
305.16,-17.38,0.27
304.87,-17.40,0.26
304.60,-17.40,0.25
304.11,-17.74,0.06
303.79,-17.82,0.02
303.58,-17.74,0.06
303.47,-17.46,0.21
303.14,-17.56,0.16
302.99,-17.38,0.25
302.66,-17.46,0.21
302.29,-17.62,0.12
302.01,-17.62,0.12
302.05,-17.14,0.39
301.66,-17.33,0.27
301.29,-17.48,0.19
301.14,-17.30,0.29
300.94,-17.18,0.35
300.81,-16.97,0.46
300.45,-17.13,0.37
300.45,-16.69,0.61
300.09,-16.85,0.52
299.71,-17.02,0.42
299.31,-17.24,0.29
299.15,-17.09,0.38
298.91,-17.02,0.41
298.73,-16.90,0.47
298.38,-17.04,0.39
298.44,-16.55,0.66
297.91,-16.98,0.42
297.56,-17.09,0.35
297.17,-17.30,0.24
296.71,-17.60,0.07
296.39,-17.67,0.03
296.00,-17.87,-0.08
295.75,-17.81,-0.05
295.36,-18.01,-0.16
295.06,-18.05,-0.18
294.70,-18.16,-0.24
294.55,-17.98,-0.14
294.08,-18.27,-0.30
293.76,-18.35,-0.34
293.41,-18.47,-0.40
293.26,-18.24,-0.27
293.11,-18.05,-0.17
292.85,-18.01,-0.14
292.76,-17.73,0.02
292.53,-17.67,0.05
292.15,-17.82,-0.04
291.92,-17.77,-0.01
291.64,-17.79,-0.02
291.21,-18.02,-0.15
290.94,-18.02,-0.14
290.53,-18.21,-0.25
290.22,-18.27,-0.28
289.93,-18.30,-0.29
289.52,-18.50,-0.40
289.37,-18.30,-0.28
288.94,-18.53,-0.41
288.79,-18.32,-0.29
288.38,-18.55,-0.42
288.15,-18.45,-0.36
287.96,-18.31,-0.28
287.68,-18.29,-0.27
287.52,-18.13,-0.17
287.27,-18.09,-0.15
287.34,-17.51,0.17
287.08,-17.52,0.16
286.90,-17.35,0.26
286.55,-17.49,0.18
286.19,-17.64,0.09
285.62,-18.10,-0.16
285.10,-18.49,-0.38
284.69,-18.71,-0.49
284.55,-18.46,-0.35
284.17,-18.62,-0.44
283.88,-18.62,-0.43
283.65,-18.55,-0.39
283.51,-18.34,-0.27
283.34,-18.15,-0.16
282.92,-18.38,-0.29
282.69,-18.29,-0.24
282.46,-18.22,-0.19
282.13,-18.31,-0.25
281.97,-18.10,-0.13
281.84,-17.89,-0.01
281.72,-17.62,0.14
281.43,-17.66,0.12
281.25,-17.52,0.19
281.03,-17.43,0.24
280.99,-17.07,0.44
280.81,-16.94,0.50
280.80,-16.55,0.72
280.65,-16.39,0.79
280.53,-16.15,0.92
280.28,-16.15,0.92
280.11,-16.02,0.98
279.88,-15.96,1.00
279.79,-15.71,1.13
279.39,-15.94,0.99
279.07,-16.05,0.93
278.76,-16.14,0.87
278.49,-16.14,0.86
278.15,-16.29,0.77
277.71,-16.57,0.61
277.37,-16.69,0.54
276.94,-16.97,0.38
276.47,-17.29,0.20
276.15,-17.38,0.15
275.65,-17.72,-0.04
275.31,-17.84,-0.11
274.91,-18.05,-0.22
274.60,-18.09,-0.24
274.11,-18.44,-0.43
273.93,-18.29,-0.34
273.46,-18.58,-0.50
273.06,-18.79,-0.61
272.70,-18.88,-0.66
272.40,-18.92,-0.67
271.87,-19.32,-0.89
271.63,-19.22,-0.83
271.32,-19.26,-0.84
271.25,-18.91,-0.64
270.85,-19.10,-0.74
270.50,-19.21,-0.79
270.37,-18.93,-0.63
270.35,-18.53,-0.40
270.16,-18.37,-0.31
269.98,-18.22,-0.23
269.47,-18.60,-0.44
269.19,-18.59,-0.42
268.88,-18.63,-0.45
268.42,-18.90,-0.59
268.18,-18.84,-0.55
267.91,-18.82,-0.54
267.55,-18.92,-0.59
267.39,-18.75,-0.49
267.10,-18.76,-0.49
266.67,-18.97,-0.60
266.42,-18.93,-0.57
266.11,-18.95,-0.58
265.80,-19.01,-0.61
265.79,-18.57,-0.36
265.50,-18.56,-0.36
265.17,-18.66,-0.41
264.87,-18.67,-0.41
264.68,-18.53,-0.33
264.24,-18.80,-0.47
264.13,-18.49,-0.30
263.92,-18.39,-0.24
263.79,-18.14,-0.10
263.41,-18.31,-0.19
262.93,-18.63,-0.37
262.64,-18.63,-0.36
262.12,-19.01,-0.57
261.91,-18.90,-0.51
261.59,-18.97,-0.54
261.43,-18.77,-0.43
261.17,-18.73,-0.40
260.93,-18.66,-0.36
260.84,-18.37,-0.19
260.42,-18.58,-0.31
260.04,-18.74,-0.39
259.89,-18.51,-0.27
259.66,-18.44,-0.22
259.41,-18.36,-0.18
259.13,-18.36,-0.17
258.96,-18.19,-0.08
258.79,-18.00,0.03
258.38,-18.21,-0.09
258.34,-17.85,0.11
258.28,-17.49,0.31
257.97,-17.55,0.27
257.56,-17.76,0.15
257.43,-17.54,0.27
257.39,-17.19,0.46
257.33,-16.84,0.65
257.01,-16.94,0.59
256.82,-16.83,0.64
256.60,-16.73,0.70
256.42,-16.61,0.76
256.30,-16.38,0.88
256.01,-16.43,0.84
255.76,-16.42,0.84
255.56,-16.31,0.89
255.29,-16.34,0.87
255.03,-16.32,0.87
254.87,-16.16,0.95
254.57,-16.24,0.90
254.38,-16.12,0.96
254.09,-16.18,0.92
253.99,-15.92,1.05
253.52,-16.26,0.86
253.12,-16.50,0.72
252.84,-16.52,0.70
252.74,-16.27,0.83
252.45,-16.31,0.80
252.12,-16.43,0.73
251.79,-16.55,0.66
251.45,-16.65,0.60
251.30,-16.50,0.68
251.10,-16.40,0.72
250.96,-16.21,0.83
250.81,-16.04,0.91
250.45,-16.20,0.82
250.32,-16.00,0.92
249.91,-16.26,0.76
249.76,-16.07,0.86
249.69,-15.79,1.01
249.40,-15.83,0.98
249.22,-15.73,1.03
248.80,-16.00,0.87
248.47,-16.11,0.80
248.27,-16.02,0.84
248.13,-15.82,0.94
247.79,-15.98,0.85
247.45,-16.11,0.77
247.42,-15.74,0.97
247.15,-15.78,0.94
246.94,-15.73,0.96
246.64,-15.81,0.91
246.42,-15.78,0.92
244.69,-18.09,-0.36
244.90,-17.34,0.05
244.85,-17.02,0.23
244.68,-16.85,0.32
244.78,-16.29,0.63
244.68,-16.03,0.76
244.49,-15.93,0.81
244.45,-15.60,0.98
244.14,-15.69,0.93
243.99,-15.53,1.01
243.63,-15.69,0.91
243.20,-15.99,0.74
242.82,-16.19,0.62
242.56,-16.20,0.61
242.13,-16.47,0.46
240.40,-18.81,-0.83
240.57,-18.10,-0.44
239.15,-19.91,-1.43
237.57,-21.94,-2.53
237.97,-20.83,-1.90
238.01,-20.30,-1.59
238.34,-19.28,-1.02
238.52,-18.56,-0.61
236.85,-20.75,-1.81
237.18,-19.76,-1.25
237.10,-19.43,-1.06
235.91,-20.85,-1.84
234.81,-22.12,-2.52
233.79,-23.23,-3.10
234.53,-21.54,-2.15
233.50,-22.70,-2.77
234.23,-21.00,-1.81
233.14,-22.25,-2.49
233.66,-20.89,-1.72
232.54,-22.20,-2.42
231.60,-23.19,-2.94
230.59,-24.26,-3.51
229.94,-24.76,-3.75
230.77,-22.87,-2.68
231.34,-21.46,-1.88
231.92,-20.07,-1.10
231.02,-21.00,-1.60
231.44,-19.86,-0.97
230.24,-21.30,-1.75
230.77,-19.95,-0.99
229.64,-21.28,-1.71
230.32,-19.69,-0.82
229.29,-20.86,-1.46
228.42,-21.75,-1.94
227.60,-22.53,-2.35
226.95,-23.06,-2.63
226.32,-23.52,-2.86
225.59,-24.15,-3.18
226.53,-22.15,-2.05
226.00,-22.46,-2.20
225.41,-22.89,-2.42
226.64,-20.40,-1.03
227.51,-18.55,-0.00
228.20,-17.04,0.83
228.57,-16.00,1.40
227.37,-17.50,0.56
226.27,-18.81,-0.17
226.97,-17.27,0.68
225.87,-18.57,-0.04
224.87,-19.69,-0.66
223.94,-20.69,-1.20
223.12,-21.51,-1.64
222.51,-21.95,-1.87
223.47,-19.95,-0.75
222.91,-20.34,-0.96
222.23,-20.95,-1.29
221.52,-21.59,-1.63
220.91,-22.04,-1.86
220.35,-22.43,-2.06
219.74,-22.87,-2.29
219.21,-23.19,-2.45
218.69,-23.50,-2.60
218.33,-23.51,-2.58
218.09,-23.38,-2.49
217.90,-23.11,-2.32
217.41,-23.39,-2.45
217.15,-23.28,-2.37
216.98,-22.99,-2.19
216.79,-22.78,-2.06
216.57,-22.62,-1.95
216.32,-22.47,-1.85
216.10,-22.31,-1.75
215.71,-22.40,-1.78
215.49,-22.23,-1.67
215.28,-22.06,-1.57
215.25,-21.57,-1.28
214.88,-21.67,-1.33
214.69,-21.44,-1.19
214.26,-21.63,-1.29
213.91,-21.69,-1.31
213.64,-21.58,-1.24
213.31,-21.62,-1.24
213.19,-21.29,-1.05
212.92,-21.22,-1.01
212.48,-21.42,-1.11
212.22,-21.31,-1.03
212.17,-20.90,-0.80
211.89,-20.83,-0.76
211.80,-20.48,-0.56
211.59,-20.34,-0.48
211.40,-20.14,-0.36
211.16,-20.04,-0.31
210.85,-20.06,-0.31
210.34,-20.36,-0.48
210.09,-20.28,-0.43
209.72,-20.36,-0.47
209.40,-20.39,-0.48
209.43,-19.88,-0.19
209.10,-19.89,-0.20
208.81,-19.89,-0.20
208.65,-19.64,-0.06
208.35,-19.64,-0.06
207.95,-19.81,-0.15
207.65,-19.78,-0.13
207.62,-19.36,0.10
207.64,-18.85,0.38
207.33,-18.89,0.36
207.09,-18.81,0.40
206.83,-18.74,0.43
206.60,-18.64,0.48
206.26,-18.74,0.42
205.91,-18.81,0.38
205.75,-18.64,0.47
205.45,-18.64,0.46
205.10,-18.74,0.41
204.95,-18.53,0.52
204.67,-18.49,0.54
204.54,-18.26,0.66
204.08,-18.50,0.52
203.73,-18.61,0.46
203.65,-18.30,0.63
203.19,-18.55,0.48
202.99,-18.43,0.54
202.72,-18.38,0.57
202.50,-18.28,0.61
202.39,-18.01,0.76
202.06,-18.06,0.73
201.84,-17.98,0.77
201.59,-17.90,0.80
201.16,-18.14,0.66
201.07,-17.85,0.81
200.82,-17.78,0.85
200.46,-17.90,0.77
199.95,-18.28,0.56
199.69,-18.23,0.58
199.46,-18.15,0.62
199.32,-17.90,0.75
199.27,-17.53,0.95
199.15,-17.29,1.07
199.02,-17.05,1.20
198.82,-16.94,1.25
198.55,-16.92,1.25
198.07,-17.26,1.05
197.63,-17.54,0.89
197.47,-17.33,1.00
197.40,-17.02,1.16
196.89,-17.37,0.95
196.53,-17.51,0.87
196.43,-17.25,1.00
196.28,-17.03,1.12
195.99,-17.07,1.09
195.70,-17.07,1.08
195.65,-16.74,1.25
195.44,-16.65,1.29
194.91,-17.06,1.05
194.65,-17.05,1.05
194.29,-17.18,0.97
194.20,-16.87,1.13
194.16,-16.53,1.31
193.77,-16.71,1.20
193.66,-16.46,1.32
193.47,-16.35,1.37
193.32,-16.15,1.47
193.10,-16.10,1.49
193.02,-15.79,1.65
192.79,-15.76,1.65
192.48,-15.85,1.59
192.21,-15.86,1.57
192.02,-15.75,1.61
191.58,-16.02,1.45
191.31,-16.06,1.42
191.15,-15.91,1.49
190.97,-15.76,1.56
190.87,-15.53,1.67
190.59,-15.58,1.63
190.50,-15.32,1.76
190.39,-15.11,1.86
190.02,-15.29,1.75
189.96,-14.98,1.90
189.70,-15.01,1.87
189.48,-14.96,1.88
189.41,-14.69,2.01
189.05,-14.85,1.91
188.64,-15.11,1.75
188.19,-15.44,1.55
187.89,-15.50,1.50
187.65,-15.50,1.49
187.60,-15.15,1.67
187.42,-15.05,1.71
187.17,-15.06,1.69
186.84,-15.18,1.61
186.66,-15.08,1.66
186.27,-15.30,1.52
186.10,-15.17,1.58
185.86,-15.17,1.57
185.62,-15.14,1.57
185.48,-14.99,1.64
185.19,-15.07,1.58
184.93,-15.06,1.57
184.70,-15.04,1.57
184.71,-14.63,1.78
184.66,-14.34,1.93
184.50,-14.22,1.98
184.38,-14.02,2.07
184.15,-14.01,2.06
183.91,-14.02,2.04
183.59,-14.16,1.94
183.43,-14.04,1.99
183.13,-14.13,1.92
182.91,-14.12,1.92
182.86,-13.81,2.07
182.64,-13.80,2.05
182.42,-13.78,2.05
182.16,-13.81,2.01
182.11,-13.53,2.15
181.79,-13.67,2.06
181.84,-13.24,2.28
181.62,-13.23,2.26
181.31,-13.36,2.17
181.10,-13.34,2.16
180.64,-13.71,1.94
180.49,-13.56,2.01
180.56,-13.11,2.24
180.30,-13.16,2.19
179.85,-13.52,1.98
179.57,-13.62,1.90
179.15,-13.90,1.74
179.01,-13.78,1.79
178.75,-13.80,1.76
178.57,-13.73,1.78
178.79,-13.04,2.15
178.61,-12.96,2.18
178.35,-13.02,2.12
178.45,-12.51,2.38
178.48,-12.12,2.58
178.46,-11.83,2.72
178.17,-11.95,2.63
178.27,-11.48,2.87
178.29,-11.12,3.04
178.34,-10.74,3.23
178.12,-10.78,3.17
177.97,-10.70,3.19
177.97,-10.40,3.33
178.05,-9.99,3.53
177.91,-9.89,3.55
177.87,-9.67,3.64
177.64,-9.73,3.58
177.58,-9.54,3.66
177.45,-9.47,3.66
177.09,-9.74,3.48
176.54,-10.32,3.13
176.25,-10.48,3.02
175.81,-10.89,2.77
175.60,-10.91,2.73
175.25,-11.15,2.58
175.08,-11.12,2.57
174.67,-11.45,2.37
174.51,-11.38,2.39
174.24,-11.51,2.29
173.90,-11.71,2.16
173.87,-11.46,2.29
173.55,-11.66,2.16
173.37,-11.61,2.16
173.12,-11.70,2.10
172.67,-12.08,1.87
172.35,-12.28,1.75
172.25,-12.11,1.82
171.64,-12.75,1.46
171.18,-13.15,1.22
170.88,-13.27,1.14
170.55,-13.47,1.03
170.21,-13.67,0.91
170.00,-13.63,0.92
169.53,-14.05,0.68
169.27,-14.09,0.66
168.85,-14.40,0.48
168.54,-14.54,0.40
168.47,-14.28,0.53
168.12,-14.50,0.41
167.81,-14.62,0.34
167.47,-14.79,0.25
167.09,-15.03,0.11
166.86,-15.03,0.11
166.76,-14.82,0.23
166.54,-14.82,0.22
166.24,-14.91,0.17
165.92,-15.05,0.09
165.61,-15.17,0.03
165.56,-14.90,0.18
165.37,-14.83,0.21
165.24,-14.66,0.30
164.84,-14.94,0.15
164.60,-14.94,0.15
164.30,-15.06,0.08
164.05,-15.10,0.06
164.13,-14.55,0.36
163.92,-14.57,0.35
163.84,-14.31,0.49
163.74,-14.12,0.58
163.42,-14.29,0.49
163.26,-14.17,0.55
163.30,-13.76,0.77
163.04,-13.84,0.72
162.92,-13.69,0.80
163.06,-13.14,1.09
162.88,-13.06,1.12
162.72,-13.00,1.15
162.60,-12.85,1.22
162.33,-12.94,1.16
162.12,-12.94,1.15
161.59,-13.44,0.87
161.16,-13.78,0.67
160.93,-13.81,0.65
160.86,-13.57,0.78
160.54,-13.75,0.67
160.26,-13.82,0.63
160.01,-13.88,0.59
159.61,-14.18,0.42
159.21,-14.44,0.27
159.07,-14.32,0.34
158.86,-14.28,0.36
158.58,-14.39,0.29
158.16,-14.70,0.12
157.93,-14.69,0.12
157.83,-14.50,0.23
157.62,-14.49,0.23
157.30,-14.62,0.16
156.97,-14.79,0.06
156.69,-14.85,0.03
156.55,-14.74,0.09
156.11,-15.07,-0.09
155.65,-15.43,-0.29
155.12,-15.89,-0.54
154.71,-16.16,-0.68
154.74,-15.73,-0.44
154.67,-15.48,-0.30
154.59,-15.22,-0.16
154.43,-15.12,-0.10
154.27,-14.98,-0.02
154.07,-14.94,-0.00
153.70,-15.17,-0.13
153.49,-15.12,-0.10
153.29,-15.08,-0.08
152.97,-15.21,-0.14
152.96,-14.86,0.05
152.61,-15.06,-0.06
152.51,-14.84,0.06
152.58,-14.39,0.31
152.33,-14.44,0.28
152.05,-14.50,0.24
151.73,-14.67,0.15
151.58,-14.53,0.22
151.26,-14.68,0.14
151.10,-14.59,0.18
150.78,-14.71,0.12
150.57,-14.70,0.12
150.52,-14.41,0.28
150.21,-14.54,0.21
150.00,-14.54,0.21
145.51,-10.09,2.44
146.48,-8.05,3.48
146.99,-6.93,4.03
146.97,-6.73,4.10
146.92,-6.59,4.14
147.20,-6.02,4.42
147.27,-5.75,4.53
147.26,-5.59,4.58
147.32,-5.37,4.68
147.46,-5.07,4.81
147.43,-4.94,4.84
147.35,-4.87,4.84
145.69,-6.31,3.90
144.26,-7.50,3.11
143.28,-8.25,2.61
142.46,-8.85,2.20
141.69,-9.40,1.82
141.26,-9.64,1.65
140.71,-9.98,1.42
140.41,-10.10,1.33
140.16,-10.17,1.27
139.73,-10.41,1.10
139.26,-10.70,0.91
139.07,-10.71,0.90
138.92,-10.68,0.90
138.73,-10.68,0.89
138.54,-10.70,0.88
138.12,-10.95,0.71
137.79,-11.11,0.60
137.49,-11.24,0.52
137.23,-11.33,0.46
137.23,-11.13,0.58
137.04,-11.14,0.56
136.73,-11.28,0.47
136.54,-11.30,0.46
136.51,-11.13,0.56
136.51,-10.92,0.68
136.50,-10.73,0.78
136.39,-10.64,0.83
136.03,-10.86,0.69
135.82,-10.91,0.65
135.59,-10.97,0.62
135.27,-11.16,0.50
135.10,-11.13,0.51
134.92,-11.14,0.50
134.89,-10.97,0.60
134.76,-10.89,0.64
134.70,-10.75,0.71
134.58,-10.68,0.74
134.35,-10.76,0.69
133.92,-11.10,0.50
133.69,-11.16,0.46
133.49,-11.20,0.43
133.13,-11.44,0.29
132.94,-11.45,0.28
132.93,-11.22,0.41
132.63,-11.39,0.31
132.63,-11.14,0.45
132.43,-11.18,0.42
132.21,-11.23,0.39
132.11,-11.14,0.44
131.92,-11.15,0.43
131.79,-11.08,0.46
131.56,-11.17,0.41
131.22,-11.39,0.29
131.01,-11.43,0.26
130.68,-11.65,0.14
130.38,-11.82,0.05
130.08,-11.99,-0.05
129.82,-12.09,-0.10
129.65,-12.08,-0.09
129.31,-12.30,-0.21
129.30,-12.06,-0.08
128.84,-12.46,-0.29
128.39,-12.82,-0.49
128.17,-12.89,-0.52
127.98,-12.88,-0.51
127.60,-13.14,-0.64
127.11,-13.58,-0.88
126.82,-13.71,-0.93
126.43,-13.99,-1.08
126.26,-13.94,-1.04
126.03,-13.97,-1.05
125.69,-14.18,-1.15
125.49,-14.16,-1.13
125.41,-13.98,-1.03
125.42,-13.67,-0.85
124.94,-14.08,-1.06
124.87,-13.88,-0.95
124.61,-13.95,-0.98
124.77,-13.42,-0.69
124.83,-13.03,-0.48
124.83,-12.73,-0.31
124.83,-12.44,-0.16
124.77,-12.26,-0.06
124.42,-12.49,-0.18
124.38,-12.28,-0.07
124.10,-12.40,-0.13
123.74,-12.67,-0.27
123.41,-12.87,-0.38
123.38,-12.63,-0.25
122.99,-12.93,-0.40
122.61,-13.19,-0.54
122.38,-13.25,-0.57
122.18,-13.27,-0.57
121.73,-13.64,-0.77
121.68,-13.42,-0.64
121.42,-13.49,-0.68
120.96,-13.89,-0.88
120.72,-13.95,-0.90
120.46,-14.03,-0.94
120.24,-14.05,-0.95
119.85,-14.32,-1.08
119.57,-14.43,-1.13
119.25,-14.61,-1.21
118.93,-14.76,-1.28
118.76,-14.69,-1.24
118.60,-14.63,-1.20
118.27,-14.80,-1.28
117.93,-14.99,-1.37
117.70,-15.00,-1.36
117.28,-15.33,-1.52
116.87,-15.61,-1.66
116.50,-15.83,-1.76
116.26,-15.85,-1.76
116.15,-15.67,-1.65
115.91,-15.70,-1.65
115.85,-15.46,-1.51
115.51,-15.62,-1.59
115.36,-15.51,-1.51
115.18,-15.43,-1.46
115.04,-15.31,-1.38
114.79,-15.37,-1.40
114.43,-15.57,-1.50
114.28,-15.46,-1.43
114.44,-14.87,-1.10
114.41,-14.59,-0.94
114.37,-14.33,-0.79
114.09,-14.42,-0.84
113.83,-14.50,-0.87
113.71,-14.36,-0.79
113.30,-14.65,-0.94
113.04,-14.74,-0.98
113.03,-14.41,-0.79
112.96,-14.19,-0.67
112.90,-13.96,-0.54
112.64,-14.04,-0.58
112.51,-13.91,-0.51
112.32,-13.88,-0.48
111.97,-14.10,-0.60
111.75,-14.11,-0.60
111.30,-14.47,-0.79
111.09,-14.48,-0.79
111.02,-14.25,-0.65
110.66,-14.47,-0.77
110.73,-14.05,-0.54
110.84,-13.53,-0.25
110.81,-13.26,-0.10
110.60,-13.28,-0.11
110.37,-13.31,-0.13
110.03,-13.53,-0.25
109.88,-13.44,-0.19
109.63,-13.52,-0.24
109.46,-13.46,-0.20
109.15,-13.62,-0.29
108.83,-13.80,-0.39
108.73,-13.61,-0.28
108.43,-13.76,-0.36
108.04,-14.06,-0.51
107.83,-14.04,-0.50
107.54,-14.18,-0.57
107.19,-14.38,-0.68
107.14,-14.13,-0.53
106.79,-14.36,-0.65
106.61,-14.28,-0.61
106.26,-14.50,-0.72
106.15,-14.32,-0.61
106.16,-13.98,-0.43
105.63,-14.48,-0.69
105.27,-14.69,-0.80
104.91,-14.93,-0.93
104.55,-15.15,-1.04
104.36,-15.09,-1.00
104.21,-14.99,-0.93
103.86,-15.17,-1.03
103.60,-15.24,-1.05
103.15,-15.60,-1.24
102.86,-15.68,-1.27
102.57,-15.79,-1.32
102.32,-15.81,-1.32
102.07,-15.84,-1.33
101.89,-15.77,-1.28
101.57,-15.90,-1.34
101.32,-15.93,-1.35
101.16,-15.80,-1.26
100.88,-15.89,-1.30
100.74,-15.76,-1.22
100.32,-16.04,-1.36
99.95,-16.27,-1.47
99.60,-16.45,-1.56
99.41,-16.38,-1.51
99.23,-16.30,-1.46
98.78,-16.63,-1.62
98.70,-16.39,-1.48
98.37,-16.54,-1.55
98.07,-16.61,-1.57
98.06,-16.26,-1.37
97.74,-16.38,-1.42
97.67,-16.12,-1.27
97.59,-15.89,-1.13
97.55,-15.57,-0.95
97.26,-15.68,-1.00
97.11,-15.54,-0.91
96.83,-15.62,-0.95
96.48,-15.81,-1.05
96.16,-15.93,-1.10
95.91,-15.97,-1.12
95.83,-15.71,-0.96
95.52,-15.84,-1.03
95.38,-15.71,-0.95
95.37,-15.35,-0.74
95.20,-15.26,-0.68
94.93,-15.33,-0.72
94.81,-15.14,-0.61
94.65,-15.04,-0.55
94.50,-14.92,-0.48
94.25,-14.97,-0.50
93.79,-15.34,-0.70
93.84,-14.89,-0.45
93.67,-14.81,-0.40
93.48,-14.73,-0.36
93.27,-14.72,-0.35
93.05,-14.73,-0.35
92.75,-14.83,-0.40
92.85,-14.34,-0.13
92.66,-14.28,-0.09
92.41,-14.33,-0.12
92.21,-14.31,-0.11
91.80,-14.60,-0.27
91.67,-14.46,-0.19
91.32,-14.65,-0.29
91.45,-14.10,0.01
91.21,-14.16,-0.02
91.05,-14.05,0.04
90.91,-13.94,0.10
90.79,-13.79,0.18
90.56,-13.80,0.18
90.45,-13.65,0.26
90.23,-13.65,0.25
90.14,-13.46,0.36
89.96,-13.43,0.37
89.93,-13.12,0.54
89.59,-13.34,0.41
89.47,-13.18,0.50
89.37,-13.03,0.57
89.16,-13.04,0.56
88.81,-13.25,0.44
88.61,-13.23,0.46
88.44,-13.17,0.48
88.11,-13.36,0.37
88.21,-12.89,0.63
88.16,-12.62,0.77
87.98,-12.59,0.78
87.76,-12.63,0.75
87.56,-12.63,0.75
87.48,-12.45,0.84
87.25,-12.50,0.81
87.04,-12.52,0.79
86.72,-12.71,0.68
86.62,-12.54,0.76
86.41,-12.56,0.75
85.87,-13.09,0.45
85.75,-12.95,0.52
85.45,-13.12,0.42
85.09,-13.35,0.29
84.87,-13.37,0.28
84.50,-13.62,0.14
84.33,-13.56,0.17
84.04,-13.69,0.10
83.70,-13.88,-0.01
83.43,-13.99,-0.06
83.19,-14.01,-0.07
82.72,-14.42,-0.30
82.56,-14.33,-0.25
82.43,-14.18,-0.16
82.43,-13.84,0.02
82.03,-14.15,-0.15
81.99,-13.86,0.02
81.81,-13.81,0.04
81.43,-14.07,-0.10
81.14,-14.19,-0.17
80.86,-14.30,-0.23
80.74,-14.13,-0.13
80.70,-13.86,0.02
80.64,-13.60,0.16
80.44,-13.59,0.16
80.29,-13.52,0.20
79.94,-13.72,0.09
79.78,-13.65,0.13
79.44,-13.84,0.02
79.08,-14.07,-0.10
78.94,-13.97,-0.05
78.92,-13.65,0.13
78.79,-13.52,0.20
78.59,-13.50,0.21
78.55,-13.24,0.35
78.45,-13.07,0.44
78.22,-13.10,0.42
77.92,-13.26,0.33
78.12,-12.63,0.67
77.96,-12.55,0.71
77.58,-12.84,0.54
77.50,-12.64,0.65
77.62,-12.14,0.92
77.38,-12.21,0.88
77.26,-12.07,0.94
77.06,-12.10,0.92
76.97,-11.92,1.01
77.08,-11.44,1.26
77.26,-10.88,1.57
77.24,-10.60,1.70
77.22,-10.36,1.82
77.12,-10.22,1.88
